Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
6/11/2015,LT,EQ,1706.05,1714.9,1724.45,1670.25,1675.9,1676.15,1693.77,1987530,3.36642E+14,85100,1028144,0.5173
6/12/2015,LT,EQ,1676.15,1674.6,1683.2,1650,1663,1657.45,1662.83,1223406,2.03431E+14,57015,548910,0.4487
6/15/2015,LT,EQ,1657.45,1665.2,1694.4,1652,1667,1668.4,1677.75,1133848,1.90232E+14,54291,352340,0.3107
6/16/2015,LT,EQ,1668.4,1670,1685,1655.85,1681.3,1677.4,1669.65,1362420,2.27477E+14,49707,640599,0.4702
6/17/2015,LT,EQ,1677.4,1686,1722.5,1676,1711,1710.85,1701.99,2656072,4.52061E+14,84855,1712741,0.6448
6/18/2015,LT,EQ,1710.85,1715,1729.5,1708.75,1722,1717.15,1719.57,1894773,3.25819E+14,49505,1067766,0.5635
6/19/2015,LT,EQ,1717.15,1725,1742.1,1707.25,1719.8,1716.1,1727.33,1417488,2.44847E+14,57717,746047,0.5263
6/22/2015,LT,EQ,1716.1,1725,1739,1716.55,1732,1732.5,1728.92,1075654,1.85972E+14,45011,488555,0.4542
6/23/2015,LT,EQ,1732.5,1741,1772,1737.5,1769.95,1766.55,1762.08,1567152,2.76144E+14,55324,779246,0.4972
6/24/2015,LT,EQ,1766.55,1768,1774.7,1745,1749.1,1753.25,1762.03,1211062,2.13393E+14,45589,562771,0.4647
6/25/2015,LT,EQ,1753.25,1740.1,1817,1740.1,1814.75,1809.75,1789.42,2801164,5.01246E+14,83484,1493204,0.5331
6/26/2015,LT,EQ,1809.75,1803.6,1804,1775,1779,1780.7,1784.84,1212036,2.1633E+14,49215,546751,0.4511
6/29/2015,LT,EQ,1780.7,1747,1795,1719,1795,1790.55,1762.93,2073535,3.65551E+14,83995,877223,0.4231
6/30/2015,LT,EQ,1790.55,1785.6,1808.9,1768,1783.2,1782.8,1781.8,2051118,3.65469E+14,72445,1161830,0.5664
7/1/2015,LT,EQ,1782.8,1782.95,1819,1782.95,1810.1,1811.7,1808.95,1647528,2.98029E+14,77584,859086,0.5214
7/2/2015,LT,EQ,1811.7,1812,1818,1792,1802.1,1800.35,1804.51,890505,1.60693E+14,45498,364300,0.4091
7/3/2015,LT,EQ,1800.35,1800,1825,1792.5,1806.9,1807.3,1811.43,1220634,2.2111E+14,50131,446026,0.3654
7/6/2015,LT,EQ,1807.3,1775.05,1821.5,1775,1820,1816.05,1800.11,1353008,2.43556E+14,48306,642910,0.4752
7/7/2015,LT,EQ,1816.05,1816.95,1824,1795.2,1813.25,1811.35,1812.75,1152655,2.08948E+14,54096,591988,0.5136
7/8/2015,LT,EQ,1811.35,1790,1814.7,1770,1810,1806.45,1796.51,1590594,2.85752E+14,78686,689898,0.4337
7/9/2015,LT,EQ,1806.45,1815.25,1851,1815.25,1849.7,1848.9,1839.99,1925539,3.54297E+14,74757,1016458,0.5279
7/10/2015,LT,EQ,1848.9,1850,1880,1849.55,1879,1876.4,1867.04,1797940,3.35682E+14,83086,947227,0.5268
7/13/2015,LT,EQ,1876.4,1876.4,1880,1844,1860.6,1857.7,1860.35,1440265,2.6794E+14,55565,617766,0.4289
7/14/2015,LT,EQ,1857.7,1859.7,1871.95,1851.1,1854,1857.55,1864.34,1113052,2.07511E+14,72654,566384,0.5089
7/15/2015,LT,EQ,1857.55,1865,1880,1862.45,1869.6,1869.4,1873.92,1171674,2.19563E+14,61938,641193,0.5472
7/16/2015,LT,EQ,1869.4,1870,1877,1857,1875.05,1868.05,1866.02,1416271,2.64279E+14,98689,869893,0.6142
7/17/2015,LT,EQ,1868.05,1870.9,1888,1864.05,1869.5,1871.6,1874.34,1675686,3.14081E+14,97379,821864,0.4905
7/20/2015,LT,EQ,1871.6,1873,1879.9,1850,1869.2,1867.3,1863.81,1103150,2.05606E+14,71749,623777,0.5655
7/21/2015,LT,EQ,1867.3,1869.9,1883,1838.1,1841,1844.95,1861.33,870388,1.62008E+14,38809,425353,0.4887
7/22/2015,LT,EQ,1844.95,1843.6,1868,1831.05,1857.6,1854.45,1854.05,1095483,2.03108E+14,52404,653660,0.5967
7/23/2015,LT,EQ,1854.45,1860,1864.55,1823,1830,1831.05,1841.03,1340930,2.46869E+14,76964,829082,0.6183
7/24/2015,LT,EQ,1831.05,1835,1836.95,1797.05,1807,1802.35,1814,1324186,2.40208E+14,70195,855516,0.6461
7/27/2015,LT,EQ,1802.35,1797.1,1798,1737.85,1748,1743.35,1755.64,2371187,4.16294E+14,128796,1667452,0.7032
7/28/2015,LT,EQ,1743.35,1750,1772,1743.65,1761.5,1758.95,1757.06,1237631,2.17459E+14,79889,762849,0.6164
7/29/2015,LT,EQ,1758.95,1766.8,1798.45,1750.05,1791,1790.3,1773.85,1125141,1.99583E+14,69438,606920,0.5394
7/30/2015,LT,EQ,1790.3,1805,1810,1768.45,1773.35,1773.75,1783.76,1747469,3.11707E+14,53467,1121054,0.6415
7/31/2015,LT,EQ,1773.75,1784.5,1815.85,1766,1790,1791.25,1788.53,1921782,3.43716E+14,72494,709812,0.3694
8/3/2015,LT,EQ,1791.25,1710.05,1784,1704.05,1777,1779.4,1756.14,3302208,5.79913E+14,134627,1513206,0.4582
8/4/2015,LT,EQ,1779.4,1780,1794.8,1759,1771.05,1774.75,1773.95,1403479,2.4897E+14,76453,725000,0.5166
8/5/2015,LT,EQ,1774.75,1774.75,1791.9,1769.1,1779.1,1779.6,1780.46,1034768,1.84236E+14,60708,480669,0.4645
8/6/2015,LT,EQ,1779.6,1777.1,1836.8,1775,1832,1830.75,1808.01,1873194,3.38675E+14,120324,1019520,0.5443
8/7/2015,LT,EQ,1830.75,1830,1844,1816.1,1831,1833.45,1831.49,1578900,2.89175E+14,93514,798483,0.5057
8/10/2015,LT,EQ,1833.45,1831.55,1844.2,1806.1,1826.95,1820.75,1829.16,1444650,2.64249E+14,52079,969774,0.6713
8/11/2015,LT,EQ,1820.75,1822.2,1824.9,1782,1804,1801.15,1797.15,1105902,1.98747E+14,72324,572247,0.5174
8/12/2015,LT,EQ,1801.15,1792.55,1792.7,1752,1764,1762.5,1770.44,1652542,2.92572E+14,95919,1091403,0.6604
8/13/2015,LT,EQ,1762.5,1762.5,1793.95,1748,1770,1760.15,1761.02,2417447,4.25717E+14,79941,1780114,0.7364
8/14/2015,LT,EQ,1760.15,1778.75,1804.75,1750.05,1801.65,1799.5,1784.08,1303972,2.32639E+14,62405,747398,0.5732
8/17/2015,LT,EQ,1799.5,1792.9,1800,1765.55,1777.5,1780.35,1781.31,1005817,1.79167E+14,46605,539801,0.5367
8/18/2015,LT,EQ,1780.35,1793.2,1814.95,1783.1,1795.05,1800.15,1801.12,1382582,2.49019E+14,57490,718706,0.5198
8/19/2015,LT,EQ,1800.15,1799.9,1820,1786,1812.1,1814.7,1807.96,1084061,1.95994E+14,54929,530138,0.489
8/20/2015,LT,EQ,1814.7,1795,1819,1764,1786.05,1781.85,1786.43,1355292,2.42113E+14,60130,802891,0.5924
8/21/2015,LT,EQ,1781.85,1755,1755,1725,1738.25,1740,1738.22,2058603,3.5783E+14,92017,1391786,0.6761
8/24/2015,LT,EQ,1740,1698,1698,1605,1622.6,1631.55,1664.72,3206595,5.33809E+14,98539,1911108,0.596
8/25/2015,LT,EQ,1631.55,1649.95,1665.5,1575,1636,1624.65,1616.73,3624377,5.85964E+14,118134,2028161,0.5596
8/26/2015,LT,EQ,1624.65,1627.9,1642.5,1584.6,1593.7,1592.2,1612.24,2279245,3.67469E+14,103546,1198903,0.526
8/27/2015,LT,EQ,1592.2,1630,1638,1590.1,1616.85,1620.05,1610.53,4324511,6.96475E+14,123594,2968254,0.6864
8/28/2015,LT,EQ,1620.05,1639.9,1655,1605.2,1616.9,1616.45,1629.44,2371554,3.8643E+14,81430,1232279,0.5196
8/31/2015,LT,EQ,1616.45,1617,1630,1599,1605,1602.9,1611.93,1697449,2.73617E+14,72158,1017131,0.5992
9/1/2015,LT,EQ,1602.9,1580,1587,1538.5,1560,1557.9,1561.66,3194059,4.98803E+14,117793,1907193,0.5971
9/2/2015,LT,EQ,1557.9,1584,1584,1519.95,1530,1527.65,1544.75,3104767,4.7961E+14,177506,1825312,0.5879
9/3/2015,LT,EQ,1527.65,1542.3,1572,1537.6,1571,1568.8,1558.37,2340133,3.6468E+14,68519,1371051,0.5859
9/4/2015,LT,EQ,1568.8,1558.9,1564.7,1520,1532.7,1533.85,1541.71,2175139,3.35344E+14,81697,1232236,0.5665
9/7/2015,LT,EQ,1533.85,1539.55,1551,1504,1504,1509.5,1524.52,1221088,1.86157E+14,78884,516208,0.4227
9/8/2015,LT,EQ,1509.5,1515,1569,1490,1565.1,1564.5,1536.63,1848169,2.83996E+14,71936,746856,0.4041
9/9/2015,LT,EQ,1564.5,1585.5,1597.5,1560,1591,1592.5,1582.17,2313243,3.65993E+14,115600,1201807,0.5195
9/10/2015,LT,EQ,1592.5,1571.4,1625,1555.45,1623,1615.35,1590.72,1960302,3.11829E+14,90817,928405,0.4736
9/11/2015,LT,EQ,1615.35,1625,1629.6,1592.55,1597.65,1602.95,1608.18,1580470,2.54169E+14,67772,714125,0.4518
9/14/2015,LT,EQ,1602.95,1606.65,1619,1588,1615,1605.95,1603.05,1042741,1.67157E+14,49829,432776,0.415
9/15/2015,LT,EQ,1605.95,1606,1614.4,1550,1553,1558.15,1569.85,2781264,4.36616E+14,115064,1599004,0.5749
9/16/2015,LT,EQ,1558.15,1572,1572.6,1535.2,1545.1,1548.7,1548.82,2516215,3.89716E+14,116850,1279244,0.5084
9/18/2015,LT,EQ,1548.7,1561,1584,1535.05,1539.2,1540.6,1560.8,2015815,3.14627E+14,82333,971648,0.482
9/21/2015,LT,EQ,1540.6,1530,1557.35,1527.5,1551,1550.25,1544.44,1614030,2.49277E+14,63156,699264,0.4332
9/22/2015,LT,EQ,1550.25,1560.3,1561.9,1480.25,1485.2,1484.95,1508.17,3283591,4.9522E+14,136412,1978324,0.6025
9/23/2015,LT,EQ,1484.95,1473,1504,1447.25,1494,1495.3,1483.89,2765642,4.10392E+14,118767,1325269,0.4792
9/24/2015,LT,EQ,1495.3,1487.4,1487.4,1460,1463,1462.45,1468.92,2225169,3.26859E+14,113688,1149884,0.5168
9/28/2015,LT,EQ,1462.45,1464,1469.05,1425.6,1430,1430.05,1448.34,2494585,3.613E+14,90999,1465736,0.5876
9/29/2015,LT,EQ,1430.05,1420,1465,1412.35,1442.55,1446.25,1440.26,3051244,4.3946E+14,123421,1233512,0.4043
9/30/2015,LT,EQ,1446.25,1464.8,1469,1446.4,1465,1466.25,1459.45,2191752,3.19875E+14,68459,1147281,0.5235
10/1/2015,LT,EQ,1466.25,1483,1494.65,1462.1,1489,1490.1,1481.67,1804581,2.67379E+14,72707,733941,0.4067
10/5/2015,LT,EQ,1490.1,1504.1,1554,1504.1,1553,1550.65,1538.69,2637180,4.05781E+14,106566,1637821,0.6211
10/6/2015,LT,EQ,1550.65,1563.7,1563.7,1539.5,1553.9,1554.85,1551.44,2430941,3.77146E+14,121886,1586330,0.6526
10/7/2015,LT,EQ,1554.85,1550,1555.9,1540,1547.95,1544.75,1546.19,932686,1.44211E+14,39255,447983,0.4803
10/8/2015,LT,EQ,1544.75,1543,1548.9,1520.45,1537,1533.7,1532.08,1089602,1.66935E+14,46956,529467,0.4859
10/9/2015,LT,EQ,1533.7,1547.3,1564.95,1538,1544,1546.4,1551.75,1364314,2.11708E+14,46349,756440,0.5544
10/12/2015,LT,EQ,1546.4,1555,1566.25,1549.5,1555,1554,1557.28,792217,1.23371E+14,30923,418684,0.5285
10/13/2015,LT,EQ,1554,1560,1566.7,1532.5,1548,1545.8,1550.41,1209264,1.87485E+14,57868,595587,0.4925
10/14/2015,LT,EQ,1545.8,1538.9,1553.9,1535.05,1542.45,1540.35,1543.66,1129074,1.74291E+14,74489,620852,0.5499
10/15/2015,LT,EQ,1540.35,1550.15,1563.5,1545.1,1562.9,1560.5,1554.61,1256201,1.9529E+14,56192,708904,0.5643
10/16/2015,LT,EQ,1560.5,1565.5,1608.9,1552.55,1607,1604.95,1587.45,1720475,2.73116E+14,70819,702169,0.4081
10/19/2015,LT,EQ,1604.95,1607.9,1610,1575.3,1583,1580.8,1588.55,1262166,2.00502E+14,54728,681346,0.5398
10/20/2015,LT,EQ,1580.8,1585.7,1596.8,1568.1,1573,1573.55,1582.55,1462864,2.31505E+14,78178,778405,0.5321
10/21/2015,LT,EQ,1573.55,1575.95,1577.55,1546.05,1549,1550.45,1557.8,1390739,2.16649E+14,65571,687289,0.4942
10/23/2015,LT,EQ,1550.45,1562.05,1569.85,1506.25,1514,1510.3,1528.2,2864712,4.37785E+14,150473,1844927,0.644
10/26/2015,LT,EQ,1510.3,1520.05,1530,1504,1512,1508.45,1517.78,1757340,2.66725E+14,92258,963194,0.5481
10/27/2015,LT,EQ,1508.45,1505.1,1523,1490.1,1496.5,1494.75,1501.74,2534153,3.80564E+14,108125,1502413,0.5929
10/28/2015,LT,EQ,1494.75,1489.9,1499,1483,1494.05,1492.75,1489.93,1681474,2.50528E+14,57129,964517,0.5736
10/29/2015,LT,EQ,1492.75,1495,1495.95,1466.6,1468.5,1470.75,1478.03,1934401,2.85911E+14,69420,925264,0.4783
10/30/2015,LT,EQ,1470.75,1473,1497.7,1400,1407.9,1410.75,1441.87,7609622,1.09721E+15,228612,3125999,0.4108
11/2/2015,LT,EQ,1410.75,1400,1404,1374.25,1385.9,1388.65,1382.77,4948639,6.84283E+14,200490,3264041,0.6596
11/3/2015,LT,EQ,1388.65,1396.9,1396.9,1367.6,1369,1373.3,1379.84,3477277,4.79807E+14,132130,2009379,0.5779
11/4/2015,LT,EQ,1373.3,1388,1388,1365,1368.45,1368.1,1376.22,2591003,3.56579E+14,112315,1507584,0.5819
11/5/2015,LT,EQ,1368.1,1370,1379.55,1364,1367,1368.95,1371.54,2482285,3.40456E+14,81806,1382855,0.5571
11/6/2015,LT,EQ,1368.95,1373,1386.5,1372.1,1376.55,1377.25,1379.51,1878548,2.59147E+14,77212,920775,0.4902
11/9/2015,LT,EQ,1377.25,1350,1364,1331.1,1357.2,1359.05,1355.33,2596587,3.51923E+14,101125,1458265,0.5616
11/10/2015,LT,EQ,1359.05,1355.05,1367.5,1343,1350,1348.4,1352.65,2368611,3.20391E+14,97065,1338403,0.5651
11/11/2015,LT,EQ,1348.4,1364,1368.9,1357,1368,1365.85,1364.01,424334,5.78795E+13,21353,225741,0.532
11/13/2015,LT,EQ,1365.85,1359,1359,1330,1330.65,1331.2,1338.89,1819277,2.43581E+14,104852,993972,0.5464
11/16/2015,LT,EQ,1331.2,1329.5,1362.8,1326,1357.9,1357.15,1349.3,2302006,3.10609E+14,96660,1406454,0.611
11/17/2015,LT,EQ,1357.15,1368.5,1372.5,1345,1350.8,1351.75,1355.46,1863485,2.52589E+14,65665,878406,0.4714
11/18/2015,LT,EQ,1351.75,1354,1369,1341,1341.5,1344.45,1355.49,1691665,2.29304E+14,60166,676326,0.3998
11/19/2015,LT,EQ,1344.45,1358,1365,1350.1,1360,1358.95,1358.94,1204470,1.6368E+14,59388,586215,0.4867
11/20/2015,LT,EQ,1358.95,1362.4,1373.4,1344.5,1368.1,1366.85,1363.38,1695777,2.31198E+14,64452,750699,0.4427
11/23/2015,LT,EQ,1366.85,1370,1383.9,1365.05,1365.5,1368.9,1374.86,1452043,1.99636E+14,56453,598405,0.4121
11/24/2015,LT,EQ,1368.9,1363,1368.9,1337.5,1341,1341.55,1352.08,1741236,2.35429E+14,59449,820258,0.4711
11/26/2015,LT,EQ,1341.55,1349.75,1354.3,1330.15,1337.5,1332.65,1341.7,2717972,3.64671E+14,85624,1427777,0.5253
11/27/2015,LT,EQ,1332.65,1336.4,1367.5,1336,1364.95,1365,1357.91,2308646,3.13493E+14,76953,1289221,0.5584
11/30/2015,LT,EQ,1365,1364.85,1383.95,1364,1371.5,1374.6,1375.88,2408927,3.3144E+14,102445,1609397,0.6681
12/1/2015,LT,EQ,1374.6,1375,1382.9,1360.55,1366,1364.85,1370.18,918083,1.25794E+14,45865,369862,0.4029
12/2/2015,LT,EQ,1364.85,1368,1374,1351.85,1353.55,1354,1359.28,1187481,1.61412E+14,47922,564191,0.4751
12/3/2015,LT,EQ,1354,1350.5,1364.9,1344.25,1348,1347.85,1354.51,1184154,1.60395E+14,43522,523676,0.4422
12/4/2015,LT,EQ,1347.85,1340.55,1351.3,1338,1339.1,1339.85,1343.68,1467437,1.97176E+14,61320,796952,0.5431
12/7/2015,LT,EQ,1339.85,1345.45,1351.5,1336.1,1340.15,1341.15,1342.89,1099343,1.47629E+14,42203,523753,0.4764
12/8/2015,LT,EQ,1341.15,1337.95,1340,1314,1315.25,1322.1,1329.1,1478559,1.96516E+14,58925,669959,0.4531
12/9/2015,LT,EQ,1322.1,1320.1,1324.95,1298.4,1300.9,1300.7,1308.21,2218455,2.90221E+14,101332,1200494,0.5411
12/10/2015,LT,EQ,1300.7,1309.6,1317.75,1301,1309.55,1310.95,1310.79,1928874,2.52835E+14,88572,962237,0.4989
12/11/2015,LT,EQ,1310.95,1311.1,1313.75,1276.55,1286.4,1285.75,1289.27,2742679,3.53607E+14,145420,1510839,0.5509
12/14/2015,LT,EQ,1285.75,1284.4,1292.35,1264.5,1277.25,1274.4,1278.57,2673504,3.41826E+14,108764,1580708,0.5912
12/15/2015,LT,EQ,1274.4,1275,1289.3,1265.1,1282,1283.2,1277.95,2222164,2.83981E+14,107311,1293498,0.5821
12/16/2015,LT,EQ,1283.2,1290.75,1299,1276,1281.1,1280.9,1287.15,2234035,2.87554E+14,127150,1229696,0.5504
12/17/2015,LT,EQ,1280.9,1289,1299.7,1281.55,1295.3,1296.2,1290.42,2509524,3.23833E+14,106448,1620261,0.6456
12/18/2015,LT,EQ,1296.2,1291.85,1308.6,1284.1,1287,1287.4,1297.02,2623330,3.40252E+14,101173,1645615,0.6273
12/21/2015,LT,EQ,1287.4,1286.45,1297.7,1284.5,1291,1290.3,1291.7,1173446,1.51574E+14,70216,666657,0.5681
12/22/2015,LT,EQ,1290.3,1291,1296.9,1276,1278.25,1280.2,1285.65,1748333,2.24775E+14,87326,987529,0.5648
12/23/2015,LT,EQ,1280.2,1288,1299,1283,1290,1291,1291.88,1613453,2.08438E+14,74329,862865,0.5348
12/24/2015,LT,EQ,1291,1296.8,1301.5,1286.3,1294,1294.5,1294.57,1484965,1.92239E+14,62737,792104,0.5334
12/28/2015,LT,EQ,1294.5,1297.15,1300.2,1288.15,1289,1295.15,1293.87,1571842,2.03376E+14,55406,1040693,0.6621
12/29/2015,LT,EQ,1295.15,1300,1301,1285.3,1288,1289.55,1292.62,1520061,1.96485E+14,68939,943443,0.6207
12/30/2015,LT,EQ,1289.55,1293.5,1298,1281.5,1283.5,1283.5,1290.52,1207818,1.55872E+14,69175,628693,0.5205
12/31/2015,LT,EQ,1283.5,1286,1286.55,1272.15,1277,1275.45,1277.33,1549912,1.97975E+14,62148,898181,0.5795
1/1/2016,LT,EQ,1275.45,1279,1291,1272.55,1288.1,1289.2,1284.98,751822,9.6608E+13,26438,216329,0.2877
1/4/2016,LT,EQ,1289.2,1286,1289.95,1253.3,1253.55,1255.95,1266.64,1844842,2.33675E+14,84654,945263,0.5124
1/5/2016,LT,EQ,1255.95,1262.8,1269,1252.5,1254,1256.9,1260.1,1646756,2.07508E+14,76335,777159,0.4719
1/6/2016,LT,EQ,1256.9,1259,1259.8,1235,1235.5,1236.85,1248.44,1819090,2.27103E+14,100171,816816,0.449
1/7/2016,LT,EQ,1236.85,1228.15,1228.35,1200,1208,1206.4,1207.48,3126507,3.77518E+14,131835,1715238,0.5486
1/8/2016,LT,EQ,1206.4,1215.1,1216.9,1175,1176.8,1179.1,1188.57,3570675,4.24399E+14,167871,1715607,0.4805
1/11/2016,LT,EQ,1179.1,1162,1184.9,1145.05,1182.55,1173.35,1164.86,2869522,3.34259E+14,111351,1490828,0.5195
1/12/2016,LT,EQ,1173.35,1186.35,1200,1173.25,1180,1179.15,1187.7,2730130,3.24257E+14,94513,1261836,0.4622
1/13/2016,LT,EQ,1179.15,1194,1194,1128.1,1149.95,1156.75,1152.48,3746626,4.31791E+14,148306,1674091,0.4468
1/14/2016,LT,EQ,1156.75,1134.4,1155,1110.1,1135.55,1134.65,1135.06,3399812,3.859E+14,117842,1599238,0.4704
1/15/2016,LT,EQ,1134.65,1139.9,1141.5,1100,1110,1107.9,1116.79,2658578,2.96908E+14,84991,1346726,0.5066
1/18/2016,LT,EQ,1107.9,1106,1110,1074,1079,1083.55,1086.8,2777755,3.01886E+14,83970,1214514,0.4372
1/19/2016,LT,EQ,1083.55,1084.3,1132.5,1069.1,1121,1122.95,1108.33,2915024,3.2308E+14,92936,1157342,0.397
1/20/2016,LT,EQ,1122.95,1100.95,1122.5,1077.35,1114.45,1116.1,1094.56,3904503,4.27373E+14,125990,2342044,0.5998
1/21/2016,LT,EQ,1116.1,1130,1137.6,1091.1,1103,1102.7,1110.86,2534708,2.81569E+14,80140,971825,0.3834
1/22/2016,LT,EQ,1102.7,1115.9,1145,1110.3,1144.75,1142.2,1133.7,2463246,2.79259E+14,87542,1034568,0.42
1/25/2016,LT,EQ,1142.2,1151,1157.85,1108.9,1111.7,1114.15,1128.33,1648544,1.8601E+14,65773,545774,0.3311
1/27/2016,LT,EQ,1114.15,1122,1122,1097.65,1105.5,1107.8,1107.47,1745430,1.93301E+14,53639,638908,0.366
1/28/2016,LT,EQ,1107.8,1101,1103.5,1070,1074.25,1074.5,1083.72,3863151,4.18658E+14,116194,2294830,0.594
1/29/2016,LT,EQ,1074.5,1074,1109,1070.2,1099,1101.65,1089.81,3232658,3.52299E+14,102988,1048022,0.3242
2/1/2016,LT,EQ,1101.65,1125,1158.95,1110.1,1120,1122.05,1135.02,4702634,5.33758E+14,153003,1642012,0.3492
2/2/2016,LT,EQ,1122.05,1124,1145,1111,1118.95,1121.9,1125.94,3003762,3.38206E+14,93473,1413520,0.4706
2/3/2016,LT,EQ,1121.9,1106.8,1120,1092.3,1112.8,1108.8,1103.58,2487730,2.74542E+14,82609,1037767,0.4172
2/4/2016,LT,EQ,1108.8,1119,1149.85,1118.2,1138,1135.7,1137.71,3971033,4.5179E+14,129878,2286514,0.5758
2/5/2016,LT,EQ,1135.7,1141.8,1152,1126.55,1145,1139.9,1137.51,2667253,3.03403E+14,140407,1274416,0.4778
2/8/2016,LT,EQ,1139.9,1141,1157.85,1120.4,1122.85,1130.3,1142.94,1692831,1.9348E+14,56658,694988,0.4105
2/9/2016,LT,EQ,1130.3,1115,1127.95,1102.4,1115.25,1114.2,1115.17,1682083,1.87581E+14,64552,707541,0.4206
2/10/2016,LT,EQ,1114.2,1107.7,1130,1103,1125,1120.6,1115.64,2135918,2.38291E+14,66195,714148,0.3344
2/11/2016,LT,EQ,1120.6,1118.7,1125.25,1079,1094,1092.4,1098.76,2930014,3.21937E+14,94741,1312096,0.4478
2/12/2016,LT,EQ,1092.4,1099.6,1102.5,1016.05,1051,1053.65,1052.29,4106827,4.32156E+14,170748,1537639,0.3744
2/15/2016,LT,EQ,1053.65,1072.3,1154.7,1064.55,1149,1149.4,1127.47,3959484,4.46419E+14,140845,1909504,0.4823
2/16/2016,LT,EQ,1149.4,1157.9,1157.9,1099.3,1100.1,1104,1121.7,2365827,2.65375E+14,80348,767043,0.3242
2/17/2016,LT,EQ,1104,1105.6,1133.7,1082.15,1124.95,1122.45,1111.83,2319608,2.57902E+14,81199,652093,0.2811
2/18/2016,LT,EQ,1122.45,1134.4,1174.95,1133,1148.05,1149.65,1157.07,3638112,4.20954E+14,149671,1400179,0.3849
2/19/2016,LT,EQ,1149.65,1146.15,1168.9,1131.4,1150,1150.5,1149.71,2024596,2.3277E+14,80570,663504,0.3277
2/22/2016,LT,EQ,1150.5,1150,1168.25,1140.2,1150.9,1149.75,1154.81,1369654,1.5817E+14,60294,325283,0.2375
2/23/2016,LT,EQ,1149.75,1155.25,1156,1125.1,1127,1130.15,1135.72,1363786,1.54888E+14,47145,552184,0.4049
2/24/2016,LT,EQ,1130.15,1122,1130,1110,1110.05,1112.9,1118.58,1210767,1.35434E+14,57101,398476,0.3291
2/25/2016,LT,EQ,1112.9,1118,1120,1082,1088,1086.45,1100.81,1770188,1.94863E+14,69572,656435,0.3708
2/26/2016,LT,EQ,1086.45,1092.5,1117.5,1092.3,1113.95,1110.65,1108.17,1518648,1.68292E+14,61320,466272,0.307
2/29/2016,LT,EQ,1110.65,1114,1123.5,1053.05,1074.8,1076,1094.25,3667329,4.01297E+14,111876,1223605,0.3337
3/1/2016,LT,EQ,1076,1087,1129,1081,1123,1123.95,1112.4,2431409,2.7047E+14,82457,1004359,0.4131
3/2/2016,LT,EQ,1123.95,1143,1150.9,1133.2,1137,1137.9,1142.74,2434802,2.78234E+14,85680,1122389,0.461
3/3/2016,LT,EQ,1137.9,1148.9,1211.2,1134.45,1210.2,1207.1,1182.69,3701972,4.3783E+14,117831,1133865,0.3063
3/4/2016,LT,EQ,1207.1,1215,1223.95,1187,1195,1193.2,1200.76,2292646,2.75292E+14,83163,730089,0.3184
3/8/2016,LT,EQ,1193.2,1201,1212,1173.2,1184.3,1187.45,1193.81,2015188,2.40574E+14,67909,644227,0.3197
3/9/2016,LT,EQ,1187.45,1182.4,1220,1178,1218,1212.85,1203.71,2080761,2.50463E+14,73330,819611,0.3939
3/10/2016,LT,EQ,1212.85,1214,1221.5,1181.25,1183,1186.15,1195.45,1955178,2.33732E+14,68425,559702,0.2863
3/11/2016,LT,EQ,1186.15,1188.95,1202,1171.3,1186.9,1185.65,1186.74,1997585,2.37062E+14,66445,708506,0.3547
3/14/2016,LT,EQ,1185.65,1197,1206.65,1177.7,1179.55,1184.2,1192.2,1817534,2.16686E+14,53197,811489,0.4465
3/15/2016,LT,EQ,1184.2,1188.7,1197.85,1175.55,1181,1180.75,1185.56,1629439,1.9318E+14,59784,718104,0.4407
3/16/2016,LT,EQ,1180.75,1187,1191.7,1164.9,1183.75,1183.2,1177.89,1803141,2.1239E+14,68448,628259,0.3484
3/17/2016,LT,EQ,1183.2,1198,1205,1184.45,1187.6,1193.25,1196.65,2581769,3.08946E+14,72587,1282595,0.4968
3/18/2016,LT,EQ,1193.25,1199,1203,1190.1,1200,1199.3,1197.73,1711220,2.04958E+14,45565,822555,0.4807
3/21/2016,LT,EQ,1199.3,1201,1232.55,1194.35,1231.9,1228.15,1218.08,2383631,2.90346E+14,77072,1049680,0.4404
3/22/2016,LT,EQ,1228.15,1234,1245,1222,1234,1237.3,1236.44,1986544,2.45623E+14,67158,701894,0.3533
3/23/2016,LT,EQ,1237.3,1240,1249,1230.3,1239.9,1242.55,1240.96,1625424,2.01708E+14,49525,578867,0.3561
3/28/2016,LT,EQ,1242.55,1241,1246.2,1198.05,1206.1,1206.35,1224.4,2478304,3.03443E+14,67009,1268179,0.5117
3/29/2016,LT,EQ,1206.35,1208,1216.05,1190,1193.95,1193.95,1198.57,1802119,2.15997E+14,56848,761643,0.4226
3/30/2016,LT,EQ,1193.95,1208,1231.9,1201.5,1228.7,1228.05,1216.35,1916000,2.33053E+14,52629,919305,0.4798
3/31/2016,LT,EQ,1228.05,1225.95,1230,1211.5,1225,1216.7,1219.64,3297309,4.02152E+14,77134,2016800,0.6117
4/1/2016,LT,EQ,1216.7,1212,1248.3,1212,1237.35,1237.9,1235.35,1693296,2.09181E+14,71396,656856,0.3879
4/4/2016,LT,EQ,1237.9,1239.9,1250,1221.6,1234.85,1235.85,1234.9,1160108,1.43262E+14,49643,394564,0.3401
